動画ID,いい,うい,うまい,ええ,おおい,かっこいい,かっこよい,かわいい,かわゆい,くい,こい,こわい,すい,すごい,っぽい,ない,ほしい,ぽい,やばい,よい,イイ,凄い,可愛い,多い,怖い,早い,欲しい,良い,重い,高い
sm7778065,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm7792239,7,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,1,0,0,0,0,0,0,0,1,1,4,0,0
sm7807845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm7811586,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0
sm7878515,6,0,0,1,0,8,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1
sm7879207,7,1,1,0,0,1,1,38,2,1,0,0,1,0,0,0,0,0,2,0,0,0,7,2,0,0,0,1,0,1
sm7891168,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sm7882150,50,1,5,9,0,37,4,6,2,1,2,0,0,9,3,14,9,1,7,3,6,1,9,2,1,3,2,6,4,1
sm7897854,8,1,2,1,0,9,0,1,0,0,0,0,0,1,2,2,1,2,1,0,2,0,0,0,0,0,0,1,0,0
sm7992704,31,4,3,8,3,20,1,5,1,1,0,0,3,10,3,6,1,1,5,4,2,1,1,0,0,2,5,15,5,1
sm8061167,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8091446,8,0,0,1,0,5,1,0,0,0,1,0,1,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
sm8098660,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm8119054,2,2,0,2,0,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm8121199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm8163888,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm8194738,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sm8251494,4,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm8265929,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
sm8326494,13,0,0,1,0,1,0,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
sm8412978,13,1,0,0,3,5,0,0,1,0,1,1,0,1,0,8,1,0,2,4,0,0,1,0,0,0,2,1,0,0
sm8414715,37,1,0,0,4,5,0,0,0,0,0,0,0,4,0,3,1,0,3,2,0,0,0,0,0,0,0,1,1,0
sm8432098,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
sm8468717,15,0,0,0,0,0,0,10,1,0,0,0,1,2,0,3,0,0,0,0,2,0,5,0,0,0,0,0,0,0
sm8529991,1,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8614063,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8619149,2,0,0,0,0,0,0,20,2,0,0,0,0,2,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0
sm8661117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8670561,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0
sm8696152,6,0,0,2,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
sm8700898,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0
sm8707393,3,0,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm8738313,20,1,8,0,0,0,0,4,2,0,0,0,0,1,6,0,0,0,0,5,0,0,3,3,0,0,0,3,0,4
sm8712532,14,0,1,1,0,1,0,3,0,0,0,0,0,4,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0
sm8754973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8755465,4,0,0,0,0,0,0,3,0,0,0,0,0,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
sm8796407,3,0,1,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2
sm8906830,3,3,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
sm8933166,58,0,4,17,2,5,0,130,5,0,0,3,2,40,5,5,0,0,3,3,2,6,35,1,0,0,0,6,0,1
sm8937853,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8976018,4,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
sm9022413,1,0,1,0,1,0,0,1,0,0,0,0,0,3,0,2,0,0,1,0,0,1,1,0,0,0,0,1,6,0
sm9024627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9093103,7,0,0,0,0,1,0,1,0,0,1,0,1,9,5,0,1,1,3,1,1,6,0,0,0,0,0,3,0,0
sm9093561,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
sm9100218,5,4,0,1,2,0,0,15,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,2
sm9128830,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
sm9154541,7,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
sm9168029,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
sm9174236,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm9213450,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sm9218213,8,1,0,1,0,11,2,5,0,0,1,0,1,4,2,0,0,0,2,1,1,3,5,0,0,0,0,4,0,0
sm9228896,1,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,1,0,0,0,0,2,0,0,0
sm9292554,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm9301676,56,0,2,10,2,47,0,6,0,0,4,0,1,9,7,4,0,2,3,7,3,1,0,0,0,0,1,12,0,3
sm9409012,7,0,0,0,1,0,0,6,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
sm9439204,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm9537937,2,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
sm9538407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9682775,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sm9708587,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
sm9731365,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9764858,2,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
sm9794134,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
sm9797544,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,2,0,0
sm9829617,30,1,0,3,0,0,0,38,4,0,2,0,0,9,4,2,2,2,2,4,1,1,10,0,0,1,1,4,3,0
sm9854305,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm9874221,2,0,0,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
sm9893696,13,0,1,0,3,0,0,27,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
sm9931198,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9981341,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0
