動画ID,いい,うい,うまい,ええ,おおい,かっこいい,かっこよい,かわいい,かわゆい,くい,こい,こわい,すい,すごい,っぽい,ない,ほしい,ぽい,やばい,よい,イイ,凄い,可愛い,怖い,懐かしい,早い,欲しい,良い,重い,高い
sm7778065,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm7792239,6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
sm7807845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm7811586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm7878515,4,0,0,2,0,8,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
sm7879207,8,1,0,0,0,0,0,37,2,1,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,1
sm7882150,33,1,3,4,0,35,4,6,2,1,1,0,0,3,3,6,5,0,5,3,6,0,7,0,4,1,1,1,4,0
sm7891168,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sm7897854,8,1,1,1,0,9,0,0,0,0,0,0,0,1,1,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0
sm7992704,20,3,2,7,4,18,0,4,1,0,0,0,2,9,3,2,1,0,5,4,2,1,1,0,0,2,3,10,5,1
sm8061167,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8091446,7,0,0,1,0,5,1,0,0,0,1,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
sm8098660,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8119054,2,0,0,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8121199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8163888,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8251494,2,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm8194738,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sm8265929,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
sm8326494,6,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
sm8412978,8,1,0,0,3,5,0,0,1,0,1,1,0,1,0,6,0,0,2,4,0,0,1,0,0,0,2,1,0,0
sm8414715,21,1,0,0,4,5,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,1,0,0,0,1,0
sm8432098,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
sm8468717,13,0,0,0,0,0,0,9,1,0,0,0,1,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0
sm8529991,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm8614063,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8619149,2,0,0,0,0,0,0,19,2,0,0,0,0,2,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0
sm8661117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sm8670561,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0
sm8700898,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
sm8696152,4,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
sm8707393,3,0,0,0,0,0,0,11,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm8712532,6,0,0,1,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
sm8738313,18,1,8,0,0,0,0,4,2,0,0,0,0,1,5,0,0,0,0,4,0,0,3,0,0,0,0,3,0,2
sm8754973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8755465,3,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
sm8796407,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sm8906830,3,3,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
sm8933166,36,0,2,16,1,5,0,121,5,0,0,2,0,29,5,4,0,0,2,1,2,2,29,0,2,0,0,2,0,0
sm8937853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8976018,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm9024627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9022413,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1,3,0
sm9093103,2,0,0,0,0,1,0,1,0,0,1,0,1,5,5,0,1,1,3,1,0,4,0,0,0,0,0,1,0,0
sm9093561,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
sm9100218,5,4,0,1,2,0,0,15,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2
sm9154541,5,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
sm9128830,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
sm9168029,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9174236,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm9213450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9218213,4,1,0,1,0,11,2,5,0,0,1,0,0,3,1,0,0,0,2,1,1,1,5,0,0,0,0,2,0,0
sm9228896,1,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0
sm9292554,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm9301676,36,0,2,4,2,45,0,5,0,0,4,0,0,5,5,2,0,2,2,5,2,0,0,0,1,0,1,1,0,0
sm9409012,4,0,0,0,1,0,0,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm9439204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9537937,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
sm9538407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9682775,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9731365,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9708587,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
sm9764858,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
sm9794134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
sm9797544,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
sm9854305,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm9829617,18,0,0,3,1,0,0,33,4,0,2,0,0,5,3,1,0,2,2,2,0,0,8,0,0,1,1,1,3,0
sm9874221,2,0,0,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
sm9893696,8,0,0,0,4,0,0,27,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
sm9931198,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm9981341,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
